"Harris_1788A.rtf" "Harris_1793.rtf" "placeholder"
"paramour" 0.0199234937838699 0 0
"partial" 0.015938795027096 0.00617703378837482 0
"partiality" 0.015938795027096 0.00617703378837482 0
"pity" 0.015938795027096 0.00617703378837482 0
"places" 0.00398469875677399 0.0247081351534993 0
"plays" 0.0199234937838699 0 0
"poet" 0.015938795027096 0.00617703378837482 0
"port" 0.0199234937838699 0 0
"possess" 0.0199234937838699 0 0
"possessing" 0.011954096270322 0.0123540675767496 0
"potent" 0.015938795027096 0.00617703378837482 0
"profession" 0.00796939751354798 0.0185311013651245 0
"properly" 0.011954096270322 0.0123540675767496 0
"pulse" 0.00796939751354798 0.0185311013651245 0
"raise" 0.015938795027096 0.00617703378837482 0
"raising" 0.00796939751354798 0.0185311013651245 0
"rate" 0.011954096270322 0.0123540675767496 0
"reduced" 0.00796939751354798 0.0185311013651245 0
"refuse" 0.011954096270322 0.0123540675767496 0
"remarkable" 0.00796939751354798 0.0185311013651245 0
"render" 0.00796939751354798 0.0185311013651245 0
"renew" 0.011954096270322 0.0123540675767496 0
"repetition" 0.0199234937838699 0 0
"richest" 0.011954096270322 0.0123540675767496 0
"rn" 0.0199234937838699 0 0
"rt" 0.0199234937838699 0 0
"sable" 0.015938795027096 0.00617703378837482 0
"satiety" 0.0199234937838699 0 0
"sensibility" 0.00796939751354798 0.0185311013651245 0
"sensible" 0.011954096270322 0.0123540675767496 0
"shape" 0.00796939751354798 0.0185311013651245 0
"shaped" 0.011954096270322 0.0123540675767496 0
"she^s" 0.00796939751354798 0.0185311013651245 0
"shew" 0.015938795027096 0.00617703378837482 0
"sigh" 0.015938795027096 0.00617703378837482 0
"sisterhood" 0.00796939751354798 0.0185311013651245 0
"snowy" 0.0199234937838699 0 0
"sons" 0.011954096270322 0.0123540675767496 0
"south" 0.00796939751354798 0.0185311013651245 0
"spark" 0.011954096270322 0.0123540675767496 0
"stands" 0.011954096270322 0.0123540675767496 0
"stars" 0.0199234937838699 0 0
"state" 0.0199234937838699 0 0
"stay" 0.015938795027096 0.00617703378837482 0
"sun" 0.011954096270322 0.0123540675767496 0
"surely" 0.015938795027096 0.00617703378837482 0
"swearing" 0 0.0308851689418741 0
"symmetry" 0.015938795027096 0.00617703378837482 0
"themselves" 0.00796939751354798 0.0185311013651245 0
"things" 0.00796939751354798 0.0185311013651245 0
"titchfield-street" 0.00796939751354798 0.0185311013651245 0
"transports" 0.015938795027096 0.00617703378837482 0
"try" 0.015938795027096 0.00617703378837482 0
"twenty-two" 0.00398469875677399 0.0247081351534993 0
"voice" 0.011954096270322 0.0123540675767496 0
"voluptuous" 0 0.0308851689418741 0
"walk" 0.011954096270322 0.0123540675767496 0
"wapping" 0.015938795027096 0.00617703378837482 0
"ways" 0.011954096270322 0.0123540675767496 0
"whip" 0 0.0308851689418741 0
"wife" 0.00398469875677399 0.0247081351534993 0
"wished" 0.015938795027096 0.00617703378837482 0
"wit" 0.011954096270322 0.0123540675767496 0
"wn" 0.0199234937838699 0 0
"work" 0.015938795027096 0.00617703378837482 0
"worthy" 0.011954096270322 0.0123540675767496 0
"yield" 0.015938795027096 0.00617703378837482 0
"acquired" 0.00796939751354798 0.0123540675767496 0
"act" 0.011954096270322 0.00617703378837482 0
"active" 0.011954096270322 0.00617703378837482 0
"admit" 0.011954096270322 0.00617703378837482 0
"advise" 0.011954096270322 0.00617703378837482 0
"affability" 0.00796939751354798 0.0123540675767496 0
"afraid" 0.00398469875677399 0.0185311013651245 0
"aid" 0.015938795027096 0 0
"alarm" 0.011954096270322 0.00617703378837482 0
"alike" 0.00796939751354798 0.0123540675767496 0
"am" 0.00398469875677399 0.0185311013651245 0
"amongst" 0.015938795027096 0 0
"ample" 0.015938795027096 0 0
"animates" 0 0.0247081351534993 0
"attached" 0.00796939751354798 0.0123540675767496 0
"attachment" 0.011954096270322 0.00617703378837482 0
"attained" 0.011954096270322 0.00617703378837482 0
"aunt" 0 0.0247081351534993 0
"bad" 0.00796939751354798 0.0123540675767496 0
"bent" 0.00398469875677399 0.0185311013651245 0
"bewitching" 0.011954096270322 0.00617703378837482 0
"blended" 0.00398469875677399 0.0185311013651245 0
"blissful" 0.015938795027096 0 0
"bottle" 0.015938795027096 0 0
"bounds" 0.015938795027096 0 0
"bouquet" 0 0.0247081351534993 0
"boxes" 0.00796939751354798 0.0123540675767496 0
"bright" 0.00398469875677399 0.0185311013651245 0
"brilliant" 0 0.0247081351534993 0
"brisk" 0.00796939751354798 0.0123540675767496 0
"bucks" 0.00796939751354798 0.0123540675767496 0
"castle-street" 0.011954096270322 0.00617703378837482 0
"centre" 0.015938795027096 0 0
"change" 0.00796939751354798 0.0123540675767496 0
"chatty" 0.00398469875677399 0.0185311013651245 0
"claim" 0.011954096270322 0.00617703378837482 0
"coloured" 0.00796939751354798 0.0123540675767496 0
"comfortable" 0.011954096270322 0.00617703378837482 0
"command" 0.00796939751354798 0.0123540675767496 0
"commands" 0.011954096270322 0.00617703378837482 0
"commonly" 0.00796939751354798 0.0123540675767496 0
"compliment" 0.00796939751354798 0.0123540675767496 0
"conscious" 0.011954096270322 0.00617703378837482 0
"consent" 0.00796939751354798 0.0123540675767496 0
"convenient" 0.00796939751354798 0.0123540675767496 0
"couch" 0.015938795027096 0 0
"cover" 0.011954096270322 0.00617703378837482 0
"crown" 0.011954096270322 0.00617703378837482 0
"curls" 0.00796939751354798 0.0123540675767496 0
"darts" 0.00398469875677399 0.0185311013651245 0
"days" 0.00796939751354798 0.0123540675767496 0
"de" 0.015938795027096 0 0
"debauched" 0.00398469875677399 0.0185311013651245 0
"demand" 0.015938795027096 0 0
"deserve" 0.011954096270322 0.00617703378837482 0
"despise" 0.00796939751354798 0.0123540675767496 0
"dis-" 0.015938795027096 0 0
"divide" 0.015938795027096 0 0
"door" 0.00398469875677399 0.0185311013651245 0
"drawn" 0.011954096270322 0.00617703378837482 0
"drest" 0.011954096270322 0.00617703378837482 0
"earth" 0.011954096270322 0.00617703378837482 0
"eighteenth" 0.015938795027096 0 0
"elegance" 0.015938795027096 0 0
"embraces" 0.00796939751354798 0.0123540675767496 0
"eminent" 0.00398469875677399 0.0185311013651245 0
"england" 0.00398469875677399 0.0185311013651245 0
"enjoy" 0.015938795027096 0 0
"enormous" 0 0.0247081351534993 0
"erected" 0.015938795027096 0 0
"es" 0 0.0247081351534993 0
"exceeding" 0 0.0247081351534993 0
"expect" 0.015938795027096 0 0
"expected" 0 0.0247081351534993 0
"experienced" 0.00796939751354798 0.0123540675767496 0
"fa-" 0.015938795027096 0 0
"farther" 0.00796939751354798 0.0123540675767496 0
"feast" 0.00796939751354798 0.0123540675767496 0
"feeling" 0.015938795027096 0 0
"fifteen" 0.011954096270322 0.00617703378837482 0
"fills" 0.011954096270322 0.00617703378837482 0
"flaxen" 0.015938795027096 0 0
"followed" 0.00796939751354798 0.0123540675767496 0
"food" 0.015938795027096 0 0
"frail" 0.00796939751354798 0.0123540675767496 0
"freedom" 0.00796939751354798 0.0123540675767496 0
"frequents" 0.00398469875677399 0.0185311013651245 0
"friction" 0.011954096270322 0.00617703378837482 0
"fringe" 0.015938795027096 0 0
"gaze" 0.00796939751354798 0.0123540675767496 0
"genteely" 0.011954096270322 0.00617703378837482 0
"gentle" 0.015938795027096 0 0
"giddy" 0.011954096270322 0.00617703378837482 0
"glanville-street" 0.015938795027096 0 0
"goes" 0.011954096270322 0.00617703378837482 0
"good-nature" 0.00398469875677399 0.0185311013651245 0
"gush" 0.015938795027096 0 0
"heav" 0.00796939751354798 0.0123540675767496 0
"heave" 0.011954096270322 0.00617703378837482 0
"heroine" 0.00796939751354798 0.0123540675767496 0
"hopes" 0 0.0247081351534993 0
"humoured" 0.011954096270322 0.00617703378837482 0
"inclination" 0.00796939751354798 0.0123540675767496 0
"inconsiderable" 0 0.0247081351534993 0
"infant" 0.015938795027096 0 0
"innocence" 0.015938795027096 0 0
"inspire" 0.00796939751354798 0.0123540675767496 0
"interest" 0.011954096270322 0.00617703378837482 0
"invites" 0.011954096270322 0.00617703378837482 0
"ivory" 0.011954096270322 0.00617703378837482 0
"james^s" 0.011954096270322 0.00617703378837482 0
"join" 0.015938795027096 0 0
"ke" 0.011954096270322 0.00617703378837482 0
"keen" 0.011954096270322 0.00617703378837482 0
"land" 0.011954096270322 0.00617703378837482 0
"lascivious" 0.00796939751354798 0.0123540675767496 0
"law" 0.011954096270322 0.00617703378837482 0
"lays" 0.015938795027096 0 0
"leaving" 0.00398469875677399 0.0185311013651245 0
"led" 0.015938795027096 0 0
"leicester" 0.015938795027096 0 0
"liberal" 0.00398469875677399 0.0185311013651245 0
"lisle-street" 0.015938795027096 0 0
"loss" 0.00796939751354798 0.0123540675767496 0
"lp" 0.015938795027096 0 0
"ls" 0.00796939751354798 0.0123540675767496 0
"luxury" 0.015938795027096 0 0
"mart" 0.011954096270322 0.00617703378837482 0
"mean" 0 0.0247081351534993 0
"mediocrity" 0.015938795027096 0 0
"member" 0.015938795027096 0 0
"mention" 0.00398469875677399 0.0185311013651245 0
"merits" 0.015938795027096 0 0
"middlesex" 0.011954096270322 0.00617703378837482 0
"middling" 0 0.0247081351534993 0
"mine" 0.00398469875677399 0.0185311013651245 0
"mirth" 0.00796939751354798 0.0123540675767496 0
"moderate" 0.00398469875677399 0.0185311013651245 0
"modest" 0.00796939751354798 0.0123540675767496 0
"morn" 0.011954096270322 0.00617703378837482 0
"mortal" 0.00398469875677399 0.0185311013651245 0
"motion" 0.00796939751354798 0.0123540675767496 0
"na-" 0.015938795027096 0 0
"nay" 0.015938795027096 0 0
"necessary" 0.011954096270322 0.00617703378837482 0
"necessity" 0.00796939751354798 0.0123540675767496 0
"need" 0.00796939751354798 0.0123540675767496 0
"nevertheless" 0.00398469875677399 0.0185311013651245 0
"nice" 0.00398469875677399 0.0185311013651245 0
"niece" 0 0.0247081351534993 0
"notwithstanding" 0.00796939751354798 0.0123540675767496 0
"nymphs" 0.015938795027096 0 0
"oblige" 0.011954096270322 0.00617703378837482 0
"obliges" 0.015938795027096 0 0
"offered" 0.011954096270322 0.00617703378837482 0
"opens" 0.011954096270322 0.00617703378837482 0
"otherwise" 0.00796939751354798 0.0123540675767496 0
"overpowered" 0.015938795027096 0 0
"parted" 0.011954096270322 0.00617703378837482 0
"passions" 0 0.0247081351534993 0
"path" 0.00796939751354798 0.0123540675767496 0
"paying" 0.00796939751354798 0.0123540675767496 0
"perfections" 0.00398469875677399 0.0185311013651245 0
"performance" 0.011954096270322 0.00617703378837482 0
"perfume" 0.00796939751354798 0.0123540675767496 0
"persuade" 0.00398469875677399 0.0185311013651245 0
"picture" 0.011954096270322 0.00617703378837482 0
"placed" 0.015938795027096 0 0
"plant" 0.015938795027096 0 0
"pleasant" 0.015938795027096 0 0
"polite" 0 0.0247081351534993 0
"possession" 0.011954096270322 0.00617703378837482 0
"pours" 0.015938795027096 0 0
"powder" 0.015938795027096 0 0
"powerfully" 0.011954096270322 0.00617703378837482 0
"powers" 0.00796939751354798 0.0123540675767496 0
"prefer" 0.00796939751354798 0.0123540675767496 0
"premises" 0.00398469875677399 0.0185311013651245 0
"presents" 0.015938795027096 0 0
"prevent" 0.00398469875677399 0.0185311013651245 0
"principal" 0.00398469875677399 0.0185311013651245 0
"profusion" 0.00796939751354798 0.0123540675767496 0
"proof" 0.015938795027096 0 0
"proofs" 0.00796939751354798 0.0123540675767496 0
"proved" 0.00398469875677399 0.0185311013651245 0
"pure" 0.011954096270322 0.00617703378837482 0
"purse" 0.00398469875677399 0.0185311013651245 0
"quality" 0.00398469875677399 0.0185311013651245 0
"question" 0.011954096270322 0.00617703378837482 0
"quick" 0.011954096270322 0.00617703378837482 0
"rap-" 0.015938795027096 0 0
"rb" 0.015938795027096 0 0
"refuses" 0.015938795027096 0 0
"regard" 0.00796939751354798 0.0123540675767496 0
"remains" 0.015938795027096 0 0
"rendered" 0.00796939751354798 0.0123540675767496 0
"restore" 0.015938795027096 0 0
"ring" 0.011954096270322 0.00617703378837482 0
"rites" 0.011954096270322 0.00617703378837482 0
"ruby" 0.011954096270322 0.00617703378837482 0
"run" 0.00796939751354798 0.0123540675767496 0
"safe" 0.015938795027096 0 0
"saint" 0.011954096270322 0.00617703378837482 0
"satisfaction" 0 0.0247081351534993 0
"satisfy" 0.00398469875677399 0.0185311013651245 0
"second" 0.00796939751354798 0.0123540675767496 0
"send" 0.00796939751354798 0.0123540675767496 0
"servant" 0 0.0247081351534993 0
"served" 0.00398469875677399 0.0185311013651245 0
"sh" 0.011954096270322 0.00617703378837482 0
"shame" 0.00796939751354798 0.0123540675767496 0
"shed" 0.00796939751354798 0.0123540675767496 0
"shoe" 0.015938795027096 0 0
"shoot" 0.015938795027096 0 0
"show" 0.015938795027096 0 0
"shrine" 0.00796939751354798 0.0123540675767496 0
"skill" 0.00796939751354798 0.0123540675767496 0
"sleep" 0.00796939751354798 0.0123540675767496 0
"snug" 0.011954096270322 0.00617703378837482 0
"softness" 0.011954096270322 0.00617703378837482 0
"something" 0.011954096270322 0.00617703378837482 0
"spend" 0.011954096270322 0.00617703378837482 0
"spent" 0.011954096270322 0.00617703378837482 0
"sported" 0.015938795027096 0 0
"sportswoman" 0.015938795027096 0 0
"sprightly" 0.011954096270322 0.00617703378837482 0
"stiled" 0.015938795027096 0 0
"strand" 0.00796939751354798 0.0123540675767496 0
"strange" 0.015938795027096 0 0
"strictest" 0.011954096270322 0.00617703378837482 0
"striking" 0.011954096270322 0.00617703378837482 0
"superior" 0.00796939751354798 0.0123540675767496 0
"sweetness" 0 0.0247081351534993 0
"sweets" 0.011954096270322 0.00617703378837482 0
"swim" 0.011954096270322 0.00617703378837482 0
"talents" 0 0.0247081351534993 0
"temple" 0.00398469875677399 0.0185311013651245 0
"theatre" 0.00398469875677399 0.0185311013651245 0
"therein" 0.015938795027096 0 0
"thighs" 0.011954096270322 0.00617703378837482 0
"thin" 0.011954096270322 0.00617703378837482 0
"thousand" 0.015938795027096 0 0
"throw" 0.011954096270322 0.00617703378837482 0
"tinge" 0.011954096270322 0.00617703378837482 0
"tints" 0.011954096270322 0.00617703378837482 0
"tion" 0.015938795027096 0 0
"tip" 0.015938795027096 0 0
"tired" 0.00398469875677399 0.0185311013651245 0
"tolerably" 0.00796939751354798 0.0123540675767496 0
"torrent" 0.00796939751354798 0.0123540675767496 0
"transport" 0.00796939751354798 0.0123540675767496 0
"treasure" 0.011954096270322 0.00617703378837482 0
"treat" 0.00398469875677399 0.0185311013651245 0
"tree" 0.011954096270322 0.00617703378837482 0
"turned" 0.00796939751354798 0.0123540675767496 0
"turning" 0.011954096270322 0.00617703378837482 0
"twenty-one" 0.00398469875677399 0.0185311013651245 0
"twenty-six" 0.00796939751354798 0.0123540675767496 0
"twice" 0.011954096270322 0.00617703378837482 0
"twist" 0.00796939751354798 0.0123540675767496 0
"used" 0 0.0247081351534993 0
"valuable" 0.00796939751354798 0.0123540675767496 0
"vanity" 0.00796939751354798 0.0123540675767496 0
"venus^s" 0.011954096270322 0.00617703378837482 0
"vigor" 0.00796939751354798 0.0123540675767496 0
"vigorous" 0.011954096270322 0.00617703378837482 0
"vigour" 0.011954096270322 0.00617703378837482 0
"visited" 0 0.0247081351534993 0
"vulgarity" 0.00796939751354798 0.0123540675767496 0
"wear" 0.00796939751354798 0.0123540675767496 0
"wears" 0.00796939751354798 0.0123540675767496 0
"whatever" 0.00796939751354798 0.0123540675767496 0
"wide" 0.00796939751354798 0.0123540675767496 0
"widow" 0 0.0247081351534993 0
"win" 0.011954096270322 0.00617703378837482 0
"wine" 0.00796939751354798 0.0123540675767496 0
"witching" 0.015938795027096 0 0
"withstand" 0.00398469875677399 0.0185311013651245 0
"won" 0.011954096270322 0.00617703378837482 0
"wonder" 0.011954096270322 0.00617703378837482 0
"yielding" 0.011954096270322 0.00617703378837482 0
"york-street" 0.011954096270322 0.00617703378837482 0
"abandoned" 0.00398469875677399 0.0123540675767496 0
"ac-" 0.011954096270322 0 0
"accepted" 0 0.0185311013651245 0
"accomplished" 0.00796939751354798 0.00617703378837482 0
"according" 0.00796939751354798 0.00617703378837482 0
"activity" 0.011954096270322 0 0
"acts" 0.011954096270322 0 0
"ad-" 0.011954096270322 0 0
"adapted" 0.00796939751354798 0.00617703378837482 0
"addition" 0.00796939751354798 0.00617703378837482 0
"admiration" 0 0.0185311013651245 0
"admired" 0 0.0185311013651245 0
"admirer" 0.00796939751354798 0.00617703378837482 0
"admission" 0.00398469875677399 0.0123540675767496 0
"adopted" 0 0.0185311013651245 0
"adorned" 0.00398469875677399 0.0123540675767496 0
"advance" 0.011954096270322 0 0
"affirm" 0.011954096270322 0 0
"afford" 0 0.0185311013651245 0
"ah" 0.011954096270322 0 0
"airs" 0.00398469875677399 0.0123540675767496 0
"amiable" 0.00796939751354798 0.00617703378837482 0
"amo-" 0.011954096270322 0 0
"amusement" 0.00398469875677399 0.0123540675767496 0
"ann" 0.00398469875677399 0.0123540675767496 0
"apparent" 0 0.0185311013651245 0
"arch^d" 0.011954096270322 0 0
"ardor" 0.011954096270322 0 0
"army" 0 0.0185311013651245 0
"artificial" 0 0.0185311013651245 0
"arts" 0.00796939751354798 0.00617703378837482 0
"assistance" 0.00398469875677399 0.0123540675767496 0
"assure" 0.00796939751354798 0.00617703378837482 0
"at-" 0.011954096270322 0 0
"attempt" 0.00796939751354798 0.00617703378837482 0
"attracting" 0.00796939751354798 0.00617703378837482 0
"author" 0.00398469875677399 0.0123540675767496 0
"bank" 0 0.0185311013651245 0
"bar" 0.011954096270322 0 0
"beauti-" 0.011954096270322 0 0
"begins" 0 0.0185311013651245 0
"behind" 0.00796939751354798 0.00617703378837482 0
"believe" 0.011954096270322 0 0
"believed" 0.00796939751354798 0.00617703378837482 0
"bestowed" 0.00398469875677399 0.0123540675767496 0
"bl" 0.011954096270322 0 0
"ble" 0.011954096270322 0 0
"boarding" 0.00796939751354798 0.00617703378837482 0
"bold" 0.00398469875677399 0.0123540675767496 0
"bon" 0.011954096270322 0 0
"book" 0.00398469875677399 0.0123540675767496 0
"boot" 0.011954096270322 0 0
"bountiful" 0.011954096270322 0 0
"breathing" 0.011954096270322 0 0
"bred" 0.00398469875677399 0.0123540675767496 0
"bringing" 0 0.0185311013651245 0
"broke" 0.00796939751354798 0.00617703378837482 0
"bst" 0.011954096270322 0 0
"bud" 0.00398469875677399 0.0123540675767496 0
"buds" 0.011954096270322 0 0
"burthen" 0.00398469875677399 0.0123540675767496 0
"butcher" 0.00398469875677399 0.0123540675767496 0
"calculated" 0 0.0185311013651245 0
"capable" 0.00796939751354798 0.00617703378837482 0
"carries" 0.011954096270322 0 0
"ce" 0.00796939751354798 0.00617703378837482 0
"central" 0.011954096270322 0 0
"charles-street" 0.00796939751354798 0.00617703378837482 0
"chuse" 0.00796939751354798 0.00617703378837482 0
"circle" 0.011954096270322 0 0
"citizen" 0.00796939751354798 0.00617703378837482 0
"claims" 0.011954096270322 0 0
"class" 0.00398469875677399 0.0123540675767496 0
"clean" 0.00796939751354798 0.00617703378837482 0
"clever" 0.00398469875677399 0.0123540675767496 0
"clothes" 0 0.0185311013651245 0
"coin" 0.011954096270322 0 0
"comes" 0.00796939751354798 0.00617703378837482 0
"complete" 0.00796939751354798 0.00617703378837482 0
"completely" 0.00796939751354798 0.00617703378837482 0
"complying" 0.011954096270322 0 0
"conceive" 0.00398469875677399 0.0123540675767496 0
"confess" 0.00796939751354798 0.00617703378837482 0
"confine" 0.011954096270322 0 0
"conflict" 0.00796939751354798 0.00617703378837482 0
"conquer" 0.00398469875677399 0.0123540675767496 0
"considered" 0.00398469875677399 0.0123540675767496 0
"constancy" 0.011954096270322 0 0
"constant" 0.00398469875677399 0.0123540675767496 0
"continued" 0.00398469875677399 0.0123540675767496 0
"continues" 0.00796939751354798 0.00617703378837482 0
"contrives" 0.011954096270322 0 0
"credit" 0.00398469875677399 0.0123540675767496 0
"cruel" 0.011954096270322 0 0
"cruelty" 0.00796939751354798 0.00617703378837482 0
"cry" 0.00398469875677399 0.0123540675767496 0
"cupid" 0 0.0185311013651245 0
"daughters" 0.011954096270322 0 0
"dearly" 0.00398469875677399 0.0123540675767496 0
"deceive" 0.00796939751354798 0.00617703378837482 0
"decent" 0 0.0185311013651245 0
"deep" 0.00796939751354798 0.00617703378837482 0
"deficiency" 0.00398469875677399 0.0123540675767496 0
"defy" 0.00796939751354798 0.00617703378837482 0
"delicacy" 0 0.0185311013651245 0
"depart" 0.011954096270322 0 0
"despair" 0 0.0185311013651245 0
"destitute" 0.00398469875677399 0.0123540675767496 0
"destroy" 0.011954096270322 0 0
"determined" 0 0.0185311013651245 0
"dexterity" 0.00796939751354798 0.00617703378837482 0
"different" 0.00796939751354798 0.00617703378837482 0
"direction" 0.011954096270322 0 0
"disappointed" 0.00398469875677399 0.0123540675767496 0
"discipline" 0.00398469875677399 0.0123540675767496 0
"discovered" 0 0.0185311013651245 0
"divine" 0.00398469875677399 0.0123540675767496 0
"doing" 0.00796939751354798 0.00617703378837482 0
"double" 0.00796939751354798 0.00617703378837482 0
"drinks" 0.00796939751354798 0.00617703378837482 0
"drives" 0.00398469875677399 0.0123540675767496 0
"due" 0.00398469875677399 0.0123540675767496 0
"dull" 0.011954096270322 0 0
"dye" 0.011954096270322 0 0
"ear" 0.00796939751354798 0.00617703378837482 0
"ecstasy" 0 0.0185311013651245 0
"ed" 0.011954096270322 0 0
"effeminate" 0.00398469875677399 0.0123540675767496 0
"ele-" 0.011954096270322 0 0
"else" 0.00796939751354798 0.00617703378837482 0
"enable" 0.00398469875677399 0.0123540675767496 0
"encounter" 0.011954096270322 0 0
"engage" 0.00796939751354798 0.00617703378837482 0
"enters" 0.011954096270322 0 0
"entirely" 0.00796939751354798 0.00617703378837482 0
"entrance" 0.011954096270322 0 0
"especially" 0.00398469875677399 0.0123540675767496 0
"esteem" 0.00796939751354798 0.00617703378837482 0
"ev" 0.011954096270322 0 0
"examine" 0.00796939751354798 0.00617703378837482 0
"expectation" 0.00796939751354798 0.00617703378837482 0
"expression" 0.00398469875677399 0.0123540675767496 0
"exquisite" 0.011954096270322 0 0
"exquisitely" 0.00796939751354798 0.00617703378837482 0
"external" 0.00398469875677399 0.0123540675767496 0
"eye-brows" 0.00796939751354798 0.00617703378837482 0
"faces" 0.00796939751354798 0.00617703378837482 0
"faint" 0.00398469875677399 0.0123540675767496 0
"fairest" 0.011954096270322 0 0
"faith" 0 0.0185311013651245 0
"false" 0.00796939751354798 0.00617703378837482 0
"family" 0 0.0185311013651245 0
"fanny" 0.011954096270322 0 0
"fast" 0.011954096270322 0 0
"fee" 0.011954096270322 0 0
"fight" 0.00796939751354798 0.00617703378837482 0
"figures" 0.00796939751354798 0.00617703378837482 0
"filled" 0.011954096270322 0 0
"finding" 0 0.0185311013651245 0
"finds" 0.00398469875677399 0.0123540675767496 0
"fits" 0.00796939751354798 0.00617703378837482 0
"flash" 0.00796939751354798 0.00617703378837482 0
"fleet" 0.00796939751354798 0.00617703378837482 0
"flow" 0.00398469875677399 0.0123540675767496 0
"flowers" 0 0.0185311013651245 0
"flows" 0.011954096270322 0 0
"flute" 0.011954096270322 0 0
"fly" 0.00398469875677399 0.0123540675767496 0
"fold" 0.00796939751354798 0.00617703378837482 0
"font" 0.00796939751354798 0.00617703378837482 0
"foolish" 0.00796939751354798 0.00617703378837482 0
"forget" 0.00796939751354798 0.00617703378837482 0
"former" 0.00796939751354798 0.00617703378837482 0
"forty" 0.00796939751354798 0.00617703378837482 0
"friendly" 0.00796939751354798 0.00617703378837482 0
"front" 0.00398469875677399 0.0123540675767496 0
"fs" 0.00796939751354798 0.00617703378837482 0
"gains" 0.00796939751354798 0.00617703378837482 0
"gallants" 0.00796939751354798 0.00617703378837482 0
"generosity" 0 0.0185311013651245 0
"genteelly" 0.011954096270322 0 0
"genuine" 0.011954096270322 0 0
"george" 0.00796939751354798 0.00617703378837482 0
"george^s" 0.00796939751354798 0.00617703378837482 0
"girdle" 0.011954096270322 0 0
"glowing" 0.00796939751354798 0.00617703378837482 0
"goat" 0.00398469875677399 0.0123540675767496 0
"god" 0.00796939751354798 0.00617703378837482 0
"goodge-street" 0.00796939751354798 0.00617703378837482 0
"goodness" 0.011954096270322 0 0
"government" 0.00796939751354798 0.00617703378837482 0
"gray^s" 0.00398469875677399 0.0123540675767496 0
"gress-street" 0 0.0185311013651245 0
"grew" 0.011954096270322 0 0
"guage" 0.011954096270322 0 0
"harbour" 0.011954096270322 0 0
"hard" 0.00398469875677399 0.0123540675767496 0
"harris^s" 0.00796939751354798 0.00617703378837482 0
"hear" 0.011954096270322 0 0
"heat" 0.011954096270322 0 0
"held" 0.00398469875677399 0.0123540675767496 0
"hide" 0.011954096270322 0 0
"hillocks" 0.011954096270322 0 0
"hold" 0.011954096270322 0 0
"hole" 0.00796939751354798 0.00617703378837482 0
"hood" 0.011954096270322 0 0
"hospital" 0.00796939751354798 0.00617703378837482 0
"hot" 0.00796939751354798 0.00617703378837482 0
"imagination" 0.00796939751354798 0.00617703378837482 0
"imagine" 0.011954096270322 0 0
"imperfections" 0.00796939751354798 0.00617703378837482 0
"impetuous" 0.011954096270322 0 0
"inclinations" 0 0.0185311013651245 0
"independant" 0.011954096270322 0 0
"index" 0.011954096270322 0 0
"informed" 0.011954096270322 0 0
"innocent" 0.00796939751354798 0.00617703378837482 0
"innumerable" 0.00398469875677399 0.0123540675767496 0
"instantly" 0.00398469875677399 0.0123540675767496 0
"instead" 0.00796939751354798 0.00617703378837482 0
"inter-" 0.011954096270322 0 0
"involuntary" 0.00796939751354798 0.00617703378837482 0
"irresistible" 0 0.0185311013651245 0
"itch" 0.00796939751354798 0.00617703378837482 0
"james" 0.011954096270322 0 0
"jemmy" 0.011954096270322 0 0
"jetty" 0.00796939751354798 0.00617703378837482 0
"jolly" 0.00398469875677399 0.0123540675767496 0
"judge" 0.00398469875677399 0.0123540675767496 0
"king" 0.00796939751354798 0.00617703378837482 0
"king^s" 0.00398469875677399 0.0123540675767496 0
"knack" 0.011954096270322 0 0
"labour" 0.00398469875677399 0.0123540675767496 0
"lane" 0.00796939751354798 0.00617703378837482 0
"languishingly" 0.011954096270322 0 0
"largest" 0.00398469875677399 0.0123540675767496 0
"lead" 0.00796939751354798 0.00617703378837482 0
"learnt" 0.011954096270322 0 0
"leicester-fields" 0.011954096270322 0 0
"les" 0.00796939751354798 0.00617703378837482 0
"lewd" 0.00398469875677399 0.0123540675767496 0
"lie" 0.011954096270322 0 0
"likes" 0.011954096270322 0 0
"lilys" 0.011954096270322 0 0
"lines" 0.00796939751354798 0.00617703378837482 0
"ling" 0.011954096270322 0 0
"livelihood" 0 0.0185311013651245 0
"liveliness" 0.00796939751354798 0.00617703378837482 0
"living" 0.011954096270322 0 0
"lodger" 0.00796939751354798 0.00617703378837482 0
"lustre" 0.011954096270322 0 0
"ly" 0.011954096270322 0 0
"mademoiselle" 0.011954096270322 0 0
"magic" 0.00796939751354798 0.00617703378837482 0
"maidenhead" 0.00796939751354798 0.00617703378837482 0
"manners" 0.00796939751354798 0.00617703378837482 0
"manoeuvre" 0.011954096270322 0 0
"manual" 0.00796939751354798 0.00617703378837482 0
"master" 0.00796939751354798 0.00617703378837482 0
"match" 0.00796939751354798 0.00617703378837482 0
"meal" 0.00796939751354798 0.00617703378837482 0
"measure" 0.00796939751354798 0.00617703378837482 0
"meets" 0.00796939751354798 0.00617703378837482 0
"metal" 0.011954096270322 0 0
"moment^s" 0 0.0185311013651245 0
"motives" 0.011954096270322 0 0
"motto" 0.00796939751354798 0.00617703378837482 0
"mutually" 0.00796939751354798 0.00617703378837482 0
"naughty" 0 0.0185311013651245 0
"ne" 0.00796939751354798 0.00617703378837482 0
